授業科目名,担当者名,配当学年,開講期,曜時限,群,学科,前身科目
中国語ＩＢ（文法） C1101,成田 健太郎,,後期,火3,外国語群,,
中国語ＩＢ（文法） C1103,山田 晃三,,後期,火3,外国語群,,
中国語ＩＢ（文法） C1106,劉 愛群,,後期,火3,外国語群,,
中国語ＩＢ（演習） C1204,小野寺 史郎,,後期,火3,外国語群,,
中国語ＩＢ（演習） C1207,黄 明月,,後期,火3,外国語群,,
スペイン語ＩＢ（文法） S1102,塚原 信行・駒村 幸,,後期,火3,外国語群,,
ドイツ語IIＢ（ライティング） D2452,OERTLE，Simon,,後期,火3,外国語群,,
フランス語IIＢ F2154,中筋 朋,,後期,火3,外国語群,,
中国語IIＢC253,津守 陽,,後期,火3,外国語群,,
アラビア語IIＢ（演習） A2251,三代川 寛子,,後期,火3,外国語群,,
日本語初級Ｉ（８Ｈコース）,河内 彩香・高橋 旬子,,後期,火3・火4・金3・金4,外国語群,,
日本語初級II（８Ｈコース）,湯川 志貴子・三原 千佳・亀川 順代,,後期,火3・火4・木3・木4,外国語群,,
日本語中級Ｉ（８Ｈコース）,河合 淳子・三原 千佳・中 智恵子,,後期,火3・火4・木3・木4,外国語群,,
日本語アカデミック・ライティングⅠ,,,後期,火3,外国語群,,
日本語上級Ｂ（総合）,手塚 まゆ子,,後期,火3,外国語群,,
"数学基礎Ｂ ［文系］ 1H1,1H2,1H3",上木 直昌,,後期,火4・木2,自然群,,
"微分積分学続論II－微分方程式 2T5,2T6,2A6",髙尾 尚武,,後期,火4,自然群,,
"線形代数学B ［文系］ 1E1,1E2,1E3,1A5",稲生 啓行,,後期,火4,自然群,,
"線形代数学B ［文系］ 1E4,1E5,1E6,1A5",平賀 郁,,後期,火4,自然群,,
プラズマ科学入門,今寺 賢志・横山 央明・齊藤 昭則・村上 定義,,後期,火4,自然群,,
熱力学,森成 隆夫,,後期,火4,自然群,,
"力学続論 1T13,1T14",高田 淳史,,後期,火4,自然群,,
"力学続論 1T15,1T16",菅沼 秀夫,,後期,火4,自然群,,
Introduction to Quantum Physics-E2,Arseniy Aleksandrovich，Kuzmin,,後期,火4,自然群,,
Advanced Dynamics-E2,AMAR，Julien Samuel,,後期,火4,自然群,,
Basic Organic Chemistry II-E2,"SINGH, Vaibhav Pal",,後期,火4,自然群,,
"個体と集団の基礎生物学 1A1,1A2,1A3,1A4",森 哲・中野 隆文・布施 静香・森本 直記・佐藤 拓哉,,後期,火4,自然群,,
個体と集団の基礎生物学,中野 隆文・布施 静香・中川 尚史・谷内 茂雄・城野 哲平,,後期,火4,自然群,,
図学Ｂ,前田 昌弘,,後期,火4,自然群,,
データ分析演習II,石塚 直樹・西川 星也,,後期,火4,自然群,,
分子遺伝学,生田 宏一,,後期,火4,自然群,,
Basic Biology and Metabolism-E2,MACPHERSON TOM,,後期,火4,自然群,,
英語リーディング ER12 1J1,PETERSON，Mark,,後期,火4,外国語群,,
英語リーディング ER13 1J2,前田 祐子,,後期,火4,外国語群,,
英語リーディング ER14 1J3,塩谷 直史,,後期,火4,外国語群,,
英語リーディング ER15 1J4,吉田 恭子,,後期,火4,外国語群,,
英語リーディング 単位未修得者クラス ESR03,中村 仁紀,,後期,火4,外国語群,,
英語ライティング－リスニングＡ 単位未修得者クラス ESW52,金丸 敏幸,,後期,火4,外国語群,,
英語ライティング－リスニングＢ EW16a 1J5,"RYLANDER, John",,後期,火4,外国語群,,
英語ライティング－リスニングＢ EW16b 1J5,佐藤 龍一,,後期,火4,外国語群,,
英語ライティング－リスニングＢ EW17a 1J6,MILNE，Daniel,,後期,火4,外国語群,,
英語ライティング－リスニングＢ EW17b 1J6,八木 淳一,,後期,火4,外国語群,,
英語ライティング－リスニングＢ EW18a 1J7,MCCARTHY，Tanya Miranda,,後期,火4,外国語群,,
英語ライティング－リスニングＢ EW18b 1J7,ダルスキー 智子,,後期,火4,外国語群,,
英語ライティング－リスニングＢ EW19a 1J8,ARMSTRONG，Wesley James,,後期,火4,外国語群,,
英語ライティング－リスニングＢ EW19b 1J8,柳瀬 陽介,,後期,火4,外国語群,,
ドイツ語ＩＢ（文法） D1113,須藤 秀平,,後期,火4,外国語群,,
ドイツ語ＩＢ（文法） D1114,小林 哲也・五反田 純,,後期,火4,外国語群,,
フランス語ＩＡ（文法） 再履修クラス F1161,西山 教行,,後期,火4,外国語群,,
フランス語ＩＢ（文法） F1109,柴田 秀樹,,後期,火4,外国語群,,
フランス語ＩＡ（演習） 再履修クラス F1261,LAFITTE， Raphael,,後期,火4,外国語群,,
中国語ＩＡ（文法） 再履修クラス C1161,山田 晃三,,後期,火4,外国語群,,
中国語ＩＢ（演習） C1212,小野寺 史郎,,後期,火4,外国語群,,
スペイン語ＩＢ（文法） S1105,塚原 信行・駒村 幸,,後期,火4,外国語群,,
ドイツ語IIＢ D2154,武田 良材,,後期,火4,外国語群,,
ドイツ語IIＢ D2155,西井 美幸,,後期,火4,外国語群,,
ドイツ語IIIＢ D351,細見 和之,,後期,火4,外国語群,,
中国語IIＢC265,黄 明月,,後期,火4,外国語群,,
スペイン語IIＢ S2152,塚原 信行・牛島 万,,後期,火4,外国語群,,
スペイン語IIＢ S2153,塚原 信行・川添 誠,,後期,火4,外国語群,,
日本語中級II（作文）,手塚 まゆ子,,後期,火4,外国語群,,
スペイン語IIIＢ S351,塚原 信行・柿原 武史,,後期,火4,外国語群,,
プログラミング演習（数理的応用）,立木 秀樹,,後期,火4・火5,情報群,,
"情報AI基礎［工学部］ （理工化学科） 1T17,1T18,1T19,1T20,1T21,1T22",田島 敬史・東風上 奏絵・黄 尹柔,,後期,火4,情報群,,
Basics of Informatics and AI 1T25,CHANG，Kai-Chun,,後期,火4,情報群,,
基礎物理化学（量子論）,松本 一彦・坂口 浩司・中田 栄司,,後期,火5,自然群,,
地球の誕生と進化,生形 貴男・野口 高明・河上 哲生,,後期,火5,自然群,,
Introduction to Engineering Geology 2T25,ZHU Fan,,後期,火5,自然群,,
データ分析基礎,原 尚幸,,後期,火5,自然群,,
Practical Computing for Biologists-E2,CARLTON，Peter,,後期,火5,自然群,,
Biological Sciences through Scientific Articles II-E2,TAKENAKA，Mizuki,,後期,火5,自然群,,
英語リーディング 単位未修得者クラス ESR04,森口 由香,,後期,火5,外国語群,,
英語ライティング－リスニングＢ 上級 EWA02,MILNE，Daniel,,後期,火5,外国語群,,
英語ライティング－リスニングＢ 単位未修得者クラス ESW02,佐藤 龍一,,後期,火5,外国語群,,
ドイツ語ＩＢ（演習） D1224,須藤 秀平,,後期,火5,外国語群,,
ドイツ語ＩＢ（演習） D1225,西井 美幸,,後期,火5,外国語群,,
フランス語ＩＢ（文法） F1113,柴田 秀樹,,後期,火5,外国語群,,
フランス語ＩＢ（文法） F1114,西山 教行,,後期,火5,外国語群,,
中国語ＩＢ（演習） C1225,黄 明月,,後期,火5,外国語群,,
ロシア語ＩＢ（文法） R1101,堀口 大樹,,後期,火5,外国語群,,
スペイン語ＩＢ（文法） S1109,塚原 信行・牛島 万,,後期,火5,外国語群,,
スペイン語ＩＢ（文法） S1110,塚原 信行・川添 誠,,後期,火5,外国語群,,
スペイン語ＩＢ（文法） S1111,塚原 信行・駒村 幸,,後期,火5,外国語群,,
朝鮮語ＩＢ（演習） K1201,文 斗卓,,後期,火5,外国語群,,
アラビア語ＩＢ（文法） A1101,三代川 寛子,,後期,火5,外国語群,,
フランス語IIＢ（演習） F2252,LAFITTE， Raphael,,後期,火5,外国語群,,
中国語IIＢC266,劉 愛群,,後期,火5,外国語群,,
ロシア語IIＢ R251,Svetlana，Vinogradova,,後期,火5,外国語群,,
日本語上級（会話）,湯川 志貴子,,後期,火5,外国語群,,
日本語中級II（６Ｈコース）,河内 彩香・三原 千佳・佐々木 幸喜,,後期,火5・金4・金5,外国語群,,
日本語上級（文献講読IIIB）,佐々木 幸喜,,後期,火5,外国語群,,
イタリア語ＩＢ（文法） I1101,勝又 泰洋,,後期,火5,外国語群,,
イタリア語ＩＢ（文法） I1102,河合 成雄,,後期,火5,外国語群,,
イタリア語ＩＢ（４Ｈコース） I1301,霜田 洋祐,,後期,火5・金4,外国語群,,
Fundamentals of Artificial Intelligence-E2,"LALA, Divesh Kanu",,後期,火5,情報群,,
Programming Practice (Python) -E2,"THIES, Holger",,後期,火5,情報群,,
Programming Practice (Python) -E2,SEO Stela Hanbyeol,,後期,火5,情報群,,
情報AI基礎［全学向］,田島 敬史・東風上 奏絵・黄 尹柔,,後期,火5,情報群,,
"微分積分学（講義・演義）Ｂ 1M4,1M6",上野 智弘,,後期,水1・木1,自然群,,
微分積分学（講義・演義）Ｂ 1φ1,岡安 類・窪田 陽介,,後期,水1・金3,自然群,,
線形代数学（講義・演義）Ｂ 1φ1,足立 匡義,,後期,水1・木2,自然群,,
"統計物理学 2T13,2T14,2T15,2T16",米澤 進吾・掛谷 一弘,,後期,水1,自然群,,
Basic Physical Chemistry (thermodynamics)-E2,Nguyen Thanh Phuc,,後期,水1,自然群,,
"個体と集団の基礎生物学 1S1,1S2,1S3,1S4",森 哲・中野 隆文・布施 静香・中川 尚史・渡辺 勝敏,,後期,水1,自然群,,
"個体と集団の基礎生物学 1S5,1S6,1S7,1S8",中野 隆文・布施 静香・谷内 茂雄・城野 哲平・中村 美知夫,,後期,水1,自然群,,
Introduction to Earth Science B-E2,ZWINGMANN，Horst Friedrich August,,後期,水1,自然群,,
データ分析演習Ｉ,岡本 雅子,,後期,水1,自然群,,
英語リーディング ER36 1M3,林 美穂子,,後期,水1,外国語群,,
英語リーディング ER38 1M5,國友 万裕,,後期,水1,外国語群,,
英語リーディング ER41 1φ2,勝又 直也,,後期,水1,外国語群,,
英語ライティング－リスニングＢ EW39a 1M6,Peterson Sung,,後期,水1,外国語群,,
英語ライティング－リスニングＢ 上級 EWA03,Lees，David,,後期,水1,外国語群,,
"微分積分学続論II－微分方程式 2T1,2T2,2T3,2T4",筒井 容平,,後期,水2,自然群,,
関数論,坂上 貴之,,後期,水2,自然群,,
微分積分学（講義・演義）Ｂ 1φ2,岡安 類・窪田 陽介,,後期,水2・金3,自然群,,
"微分積分学（講義・演義）Ｂ 1M5,1M6",上野 智弘,,後期,水2・木1,自然群,,
線形代数学（講義・演義）Ｂ 1φ2,足立 匡義,,後期,水2・木2,自然群,,
初修物理学Ｂ,奥村 英之・下田 宏,,後期,水2,自然群,,
熱力学,川西 咲子,,後期,水2,自然群,,
"力学続論 1T23,1T24",宮崎 修次,,後期,水2,自然群,,
力学続論,高木 紀明,,後期,水2,自然群,,
Theory of Special Relativity-E2,Antonio De Felice,,後期,水2,自然群,,
"基礎物理化学（熱力学） 1S1,1S2,1S3",水野 操,,後期,水2,自然群,,
"基礎物理化学（熱力学） 1S4,1S5,1S6",奥山 弘,,後期,水2,自然群,,
"基礎物理化学（熱力学） 1S7,1S8",小板谷 貴典,,後期,水2,自然群,,
自然人類学II,中務 真人・森本 直記,,後期,水2,自然群,,
Field Earth Science-E2,ZWINGMANN，Horst Friedrich August,,後期,水2,自然群,,
"数理統計 2T10,2T11,2T12",上木 直昌,,後期,水2,自然群,,
Basic Genetic Engineering-E2,Adam Tsuda GUY,,後期,水2,自然群,,
Food Science-E2,YASIR SERAG ALNOR MOHAMMED SERAG ALNOR,,後期,水2,自然群,,
英語リーディング ER01 1H1,桒山 智成,,後期,水2,外国語群,,
英語リーディング ER02 1H2,國友 万裕,,後期,水2,外国語群,,
英語リーディング ER03 1H3,合田 典世,,後期,水2,外国語群,,
英語リーディング ER35 1M2,林 美穂子,,後期,水2,外国語群,,
英語リーディング ER37 1M4,谷口 一美,,後期,水2,外国語群,,
英語リーディング ER40 1φ1,勝又 直也,,後期,水2,外国語群,,
英語ライティング－リスニングＢ EW39b 1M6,松本 敬子,,後期,水2,外国語群,,
ドイツ語ＩＢ（演習） 再履修クラス D1251,細見 和之,,後期,水2,外国語群,,
ドイツ語IIＢ D2156,伊藤 克将,,後期,水2,外国語群,,
ドイツ語IIＢ D2157,薦田 奈美,,後期,水2,外国語群,,
フランス語IIIＢ F351,,,後期,水2,外国語群,,
中国語IIＢC254,山本 浩史,,後期,水2,外国語群,,
日本語初級Ｉ（会話）,橋本 佳美,,後期,水2,外国語群,,
日本語中級II（読解）,浦木 貴和,,後期,水2,外国語群,,
プログラミング演習（関数型言語）,"THIES, Holger",,後期,水2,情報群,,
"線形代数学Ｂ 1T23,1T24",辻本 諭,,後期,水3,自然群,,
"微分積分学（講義・演義）Ｂ 1H1,1H2,1H3,1P1,1P2",林 雅行,,後期,水3・木2,自然群,,
微分積分学（講義・演義）Ｂ 1T7,小菅 真吾,,後期,水3・金1,自然群,,
微分積分学（講義・演義）Ｂ 1T9,林 雅行・平川 亮太,,後期,水3・金1,自然群,,
微分積分学（講義・演義）Ｂ 1T10,小菅 真吾,,後期,水3・金2,自然群,,
微分積分学（講義・演義）Ｂ 1T12,林 雅行・平川 亮太,,後期,水3・金2,自然群,,
微分積分学（講義・演義）Ｂ 1T13,美舩 健,,後期,水3・金1,自然群,,
微分積分学（講義・演義）Ｂ 1T15,美舩 健,,後期,水3・金2,自然群,,
線形代数学（講義・演義）Ｂ 1T8,吉川 敦子・角濱 寛隆,,後期,水3・金1,自然群,,
線形代数学（講義・演義）Ｂ 1T11,吉川 敦子・角濱 寛隆,,後期,水3・金2,自然群,,
線形代数学（講義・演義）Ｂ 1T14,井上 義也・三浦 真人,,後期,水3・金1,自然群,,
線形代数学（講義・演義）Ｂ 1T16,三浦 真人・井上 義也,,後期,水3・金2,自然群,,
"物理学実験 1M4,1M5,1M6,1T3,1T4,1T20,1T21,1T22",藤原 直樹,,後期,水3・水4,自然群,,
先進エネルギー変換,川那辺 洋・林 潤・澄川 貴志・長﨑 百伸・堀部 直人・安部 正高・河合 江美・木下 勝之・八木 重郎・小林 進二・森下 和功,,後期,水3,自然群,,
Thermodynamics-E2,DECHANT，Andreas,,後期,水3,自然群,,
"基礎化学実験 1T17,1T18,1T19",中村 敏浩・許 健・松本 充央・西川 哲理・高見 大地・西尾 幸祐,,後期,水3・水4,自然群,,
探究型化学課題演習III －有機化合物の化学－,藤田 健一,,後期,水3・水4,自然群,,
探究型化学課題演習III －有機化合物の化学－,藤田 健一,,後期,水3・水4,自然群,,
"基礎有機化学II 1φ1,1φ2",大野 浩章,,後期,水3,自然群,,
Fundamental Chemical Experiments-E2,Juha Lintuluoto・Yi Wei・Nguyen Thanh Phuc・Cathy McNamee,,後期,水3・水4,自然群,,
生物学実習II ［自然史コース］,西川 完途・市岡 孝朗・佐藤 博俊・原 壮大朗,,後期,水3・水4,自然群,,
Principles of Horticulture-E2,HSIANG Tzu-Fan,,後期,水3,自然群,,
Plant Biotechnology-E2,YASIR SERAG ALNOR MOHAMMED SERAG ALNOR,,後期,水3,自然群,,
英語リーディング ER34 1M1,林 美穂子,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW42a 1T1,Lees，David,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW42b 1T1,浅野 真也,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW43a 1T2,"RUSSELL, JAMES DOUGLAS",,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW43b 1T2,笹尾 洋介,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW46a 1T5,LeBlanc Catherine,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW46b 1T5,藤岡 真樹,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW47a 1T6,"RYLANDER, John",,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW47b 1T6,伊藤 孝治,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW68a 1A3,Peterson Sung,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW68b 1A3,豊島 知穂,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW69a 1A4,DALSKY，David Jerome,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW69b 1A4,和泉 絵美,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW70a 1A5,HAUSER，Jacob Richard,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW70b 1A5,山本 玲子,,後期,水3,外国語群,,
英語ライティング－リスニングＢ EW71a 1A6,MILNE，Daniel,,後期,水3,外国語群,,
